id_1,id_2,n,matches
GIS,SAC,3,Information systems applications#Data mining#Information retrieval
GIS,SACMAT,2,Human computer interaction#Data mining
GIS,SCA,3,"Computational geometry#Randomness, geometry and discrete structures#Shape modeling"
GIS,SenSys,1,Information systems applications
GIS,SIGGRAPH,3,"Computational geometry#Randomness, geometry and discrete structures#Shape modeling"
GIS,SODA,3,"Design and analysis of algorithms#Computational geometry#Randomness, geometry and discrete structures"
GIS,SPAA,2,"Design and analysis of algorithms#Randomness, geometry and discrete structures"
GIS,STOC,3,"Design and analysis of algorithms#Computational geometry#Randomness, geometry and discrete structures"
GIS,SUI,1,Human computer interaction
GIS,TEI,1,Human computer interaction
GIS,UbiComp,3,Human computer interaction#Information systems applications#Information retrieval
GIS,UCCS,1,Human computer interaction
GIS,UIST,1,Human computer interaction
GIS,VRST,2,Human computer interaction#Shape modeling
GIS,Web3D,1,Shape modeling
GIS,WebSci,4,Human computer interaction#Information systems applications#Data mining#Information retrieval
GIS,WSDM,6,Human computer interaction#Document representation#Information systems applications#Data mining#Information retrieval#Information storage systems
GIS,WWW,6,Human computer interaction#Document representation#Information systems applications#Data mining#Information retrieval#Information storage systems
GLSVLSI,ICCAD,13,Hardware test#Integrated circuits#Simulation and emulation#Physical design#Robustness#High-level and register-transfer level synthesis#Logic circuits#Placement#Hardware validation#Wire routing#Computer-aided design#Emerging technologies#Very large scale integration design
GLSVLSI,ISCA,1,Hardware validation
GLSVLSI,ISLPED,7,Integrated circuits#Physical design#Robustness#Logic circuits#Hardware validation#Emerging technologies#Very large scale integration design
GLSVLSI,ISPD,11,Integrated circuits#Simulation and emulation#Physical design#Robustness#Wire routing#Logic circuits#Placement#Hardware validation#Computer-aided design#Emerging technologies#Very large scale integration design
GLSVLSI,MICRO,3,Hardware validation#Arithmetic and datapath circuits#Integrated circuits
GLSVLSI,Nanoarch,8,Hardware test#Physical design#Robustness#Logic circuits#Hardware validation#Emerging technologies#Arithmetic and datapath circuits#Very large scale integration design
GLSVLSI,PACT,1,Hardware validation
GLSVLSI,SBCCI,11,Application specific processors#Hardware test#Integrated circuits#Simulation and emulation#Physical design#Robustness#High-level and register-transfer level synthesis#Logic circuits#Hardware validation#Emerging technologies#Very large scale integration design
GLSVLSI,SLIP,8,Simulation and emulation#Physical design#Wire routing#Placement#Hardware validation#Computer-aided design#Emerging technologies#Very large scale integration design
GPCE,ICAC,2,Designing software#Software architectures
GPCE,ICER,1,Software testing and debugging
GPCE,ICFP,4,Language features#Compilers#Language types#Software testing and debugging
GPCE,ICPE,2,Software development process management#Software architectures
GPCE,ICS,1,Compilers
GPCE,ICSE,5,Software testing and debugging#Software development process management#Designing software#Software architectures#Software design techniques
GPCE,IH&MMSec,1,Software architectures
GPCE,ISCA,1,Compilers
GPCE,ISMM,3,Language features#Compilers#Language types
GPCE,ISSTA,3,Software development process management#Software design techniques#Software testing and debugging
GPCE,ITiCSE,2,Language types#Object oriented languages
GPCE,MICRO,1,Compilers
GPCE,Middleware,2,Domain specific languages#Software architectures
GPCE,PACT,2,Compilers#Source code generation
GPCE,PEPM,5,Language features#Compilers#Language types#Software development process management#Source code generation
GPCE,PLDI,5,Language features#Compilers#Language types#Software development process management#Software testing and debugging
GPCE,PLoP,6,Reusability#Software development process management#Designing software#Object oriented languages#Software design techniques#Software architectures
GPCE,POPL,4,Language features#Compilers#Language types#Software development process management
GPCE,PPoPP,4,Language features#Compilers#Language types#Software testing and debugging
GPCE,SAC,3,Software development process management#Designing software#Software architectures
GPCE,SC,1,Compilers
GPCE,SOSP,1,Designing software
GPCE,SPLASH,10,Reusability#Software development process management#Designing software#Compilers#Object oriented languages#Language types#Software design techniques#Language features#Software testing and debugging#Software architectures
GPCE,UIST,1,Software development process management
GPCE,VEE,4,Compilers#Designing software#Software testing and debugging#Source code generation
GROUP,HotMobile,2,Human computer interaction#Information systems applications
GROUP,HPDC,1,Information systems applications
GROUP,HRI,2,Human-centered computing#Human computer interaction
GROUP,HT,3,Human computer interaction#Computer supported cooperative work#Information systems applications
GROUP,ICMI-MLMI,1,Human computer interaction
GROUP,ICUIMC,2,Human computer interaction#Information systems applications
GROUP,IDEAS,1,Information systems applications
GROUP,IH&MMSec,1,Information systems applications
GROUP,IR,1,Information systems applications
GROUP,ITiCSE,1,Human computer interaction
GROUP,IUI,3,Human-centered computing#Human computer interaction#Information systems applications
GROUP,JCDL,2,Human computer interaction#Information systems applications
GROUP,K-CAP,1,Information systems applications
GROUP,KDD,2,Web-based interaction#Information systems applications
GROUP,Middleware,1,Information systems applications
GROUP,MM,2,Human computer interaction#Information systems applications
GROUP,MobiSys,2,Human computer interaction#Information systems applications
GROUP,MOD,1,Information systems applications
GROUP,PLoP,1,Human computer interaction
GROUP,RecSys,2,Human computer interaction#Information systems applications
GROUP,SAC,1,Information systems applications
GROUP,SACMAT,1,Human computer interaction
GROUP,SenSys,1,Information systems applications
GROUP,SUI,2,Human-centered computing#Human computer interaction
GROUP,TEI,2,Human-centered computing#Human computer interaction
GROUP,UbiComp,3,Human-centered computing#Human computer interaction#Information systems applications
GROUP,UCCS,1,Human computer interaction
GROUP,UIST,3,Collaborative and social computing#Human computer interaction#Human-centered computing
GROUP,VRST,1,Human computer interaction
GROUP,Web3D,1,Web-based interaction
GROUP,WebSci,5,Collaborative and social computing#Human computer interaction#Human-centered computing#Information systems applications#Web-based interaction
GROUP,WSDM,2,Human computer interaction#Information systems applications
GROUP,WWW,2,Human computer interaction#Information systems applications
HotMobile,HPDC,5,Dependable and fault-tolerant systems and networks#Information systems applications#Network performance evaluation#Performance#Distributed architectures
HotMobile,HRI,1,Human computer interaction
HotMobile,HT,2,Human computer interaction#Information systems applications
HotMobile,ICAC,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
HotMobile,ICCAD,1,Performance
HotMobile,ICE,5,"Dependable and fault-tolerant systems and networks#Performance#Communication hardware, interfaces and storage#Network performance evaluation#Networks"
HotMobile,ICMI-MLMI,1,Human computer interaction
HotMobile,ICPE,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
HotMobile,ICS,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
HotMobile,ICUIMC,9,"Human computer interaction#Wireless access networks#Networks#Operating systems security#Performance#Information systems applications#Mobile networks#Network architectures#Communication hardware, interfaces and storage"
HotMobile,IDEAS,2,Information systems applications#Distributed architectures
HotMobile,IH&MMSec,1,Information systems applications
HotMobile,IMC,4,"Performance#Communication hardware, interfaces and storage#Network architectures#Networks"
HotMobile,IR,1,Information systems applications
HotMobile,ISCA,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
HotMobile,ISLPED,5,Real-time systems#Dependable and fault-tolerant systems and networks#Performance#Embedded and cyber-physical systems#Network performance evaluation
HotMobile,ITiCSE,1,Human computer interaction
HotMobile,IUI,2,Human computer interaction#Information systems applications
HotMobile,JCDL,2,Human computer interaction#Information systems applications
HotMobile,K-CAP,1,Information systems applications
HotMobile,KDD,1,Information systems applications
HotMobile,METRICS,7,"Network performance evaluation#Networks#Distributed architectures#Dependable and fault-tolerant systems and networks#Performance#Network architectures#Communication hardware, interfaces and storage"
HotMobile,MICRO,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
HotMobile,Middleware,8,"Network performance evaluation#Networks#Distributed architectures#Dependable and fault-tolerant systems and networks#Information systems applications#Performance#Network architectures#Communication hardware, interfaces and storage"
HotMobile,MM,2,Human computer interaction#Information systems applications
HotMobile,MobiCom,11,"Wireless access networks#Embedded and cyber-physical systems#Network performance evaluation#Networks#Distributed architectures#Dependable and fault-tolerant systems and networks#Mobile networks#Performance#Network architectures#Real-time systems#Communication hardware, interfaces and storage"
HotMobile,MobiHoc,7,"Wireless access networks#Networks#Distributed architectures#Performance#Mobile networks#Network architectures#Communication hardware, interfaces and storage"
HotMobile,MobiSys,11,"Human computer interaction#Personal computers and PC applications#Wireless access networks#Embedded and cyber-physical systems#Networks#Distributed architectures#Information systems applications#Mobile networks#Network architectures#Real-time systems#Communication hardware, interfaces and storage"
HotMobile,MOD,1,Information systems applications
HotMobile,MSWiM,8,"Wireless access networks#Network performance evaluation#Networks#Distributed architectures#Performance#Mobile networks#Network architectures#Communication hardware, interfaces and storage"
HotMobile,NOSSDAV,6,"Networks#Distributed architectures#Dependable and fault-tolerant systems and networks#Performance#Network architectures#Communication hardware, interfaces and storage"
HotMobile,PACT,1,Performance
HotMobile,PADS,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
HotMobile,PLoP,1,Human computer interaction
HotMobile,PODC,4,Dependable and fault-tolerant systems and networks#Performance#Network architectures#Distributed architectures
HotMobile,PPoPP,1,Performance
HotMobile,RecSys,2,Human computer interaction#Information systems applications
HotMobile,SAC,5,Dependable and fault-tolerant systems and networks#Information systems applications#Network performance evaluation#Performance#Distributed architectures
HotMobile,SACMAT,2,Human computer interaction#Operating systems security
HotMobile,SBCCI,3,"Real-time systems#Communication hardware, interfaces and storage#Embedded and cyber-physical systems"
HotMobile,SC,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
HotMobile,SenSys,11,"Wireless access networks#Embedded and cyber-physical systems#Network performance evaluation#Networks#Distributed architectures#Performance#Information systems applications#Mobile networks#Network architectures#Real-time systems#Communication hardware, interfaces and storage"
HotMobile,SLIP,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
HotMobile,SOSP,5,Operating systems security#Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
HotMobile,SPAA,1,Performance
HotMobile,SUI,1,Human computer interaction
HotMobile,TEI,1,Human computer interaction
HotMobile,UbiComp,5,Real-time systems#Human computer interaction#Information systems applications#Embedded and cyber-physical systems#Personal computers and PC applications
HotMobile,UCCS,3,Human computer interaction#Network architectures#Personal computers and PC applications
HotMobile,UIST,1,Human computer interaction
HotMobile,VALUETOOLS,6,Wireless access networks#Network performance evaluation#Dependable and fault-tolerant systems and networks#Mobile networks#Performance#Network architectures
HotMobile,VEE,2,Performance#Operating systems security
HotMobile,VRST,1,Human computer interaction
HotMobile,WebSci,2,Human computer interaction#Information systems applications
HotMobile,WISEC,6,"Personal computers and PC applications#Wireless access networks#Networks#Operating systems security#Mobile networks#Communication hardware, interfaces and storage"
HotMobile,WSDM,2,Human computer interaction#Information systems applications
HotMobile,WWW,2,Human computer interaction#Information systems applications
HPDC,HT,1,Information systems applications
HPDC,ICAC,7,Network performance evaluation#Reliability#Distributed architectures#Modeling methodologies#Dependable and fault-tolerant systems and networks#Distributed systems organizing principles#Performance
HPDC,ICCAD,1,Performance
HPDC,ICE,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
HPDC,ICFP,2,Concurrent programming languages#Parallel programming languages
HPDC,ICPE,4,Modeling methodologies#Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
HPDC,ICS,5,Dependable and fault-tolerant systems and networks#Performance#Concurrent programming languages#Network performance evaluation#Parallel programming languages
HPDC,ICUIMC,2,Performance#Information systems applications
HPDC,IDEAS,2,Information systems applications#Distributed architectures
HPDC,IH&MMSec,1,Information systems applications
HPDC,IMC,1,Performance
HPDC,IR,1,Information systems applications
HPDC,ISCA,4,Modeling methodologies#Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
HPDC,ISLPED,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
HPDC,ISMM,1,Concurrent programming languages
HPDC,ISSTA,2,Concurrent programming languages#Parallel programming languages
HPDC,IUI,1,Information systems applications
HPDC,JCDL,1,Information systems applications
HPDC,K-CAP,1,Information systems applications
HPDC,KDD,1,Information systems applications
HPDC,METRICS,6,Network performance evaluation#Distributed architectures#Modeling methodologies#Dependable and fault-tolerant systems and networks#Distributed systems organizing principles#Performance
HPDC,MICRO,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
HPDC,Middleware,8,Network performance evaluation#Organizing principles for web applications#Distributed architectures#Dependable and fault-tolerant systems and networks#Distributed systems organizing principles#Information systems applications#Performance#Distributed storage
HPDC,MM,1,Information systems applications
HPDC,MobiCom,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
HPDC,MobiHoc,5,Modeling methodologies#Distributed systems organizing principles#Performance#Organizing principles for web applications#Distributed architectures
HPDC,MobiSys,4,Distributed systems organizing principles#Information systems applications#Organizing principles for web applications#Distributed architectures
HPDC,MOD,1,Information systems applications
HPDC,MSWiM,4,Modeling methodologies#Performance#Network performance evaluation#Distributed architectures
HPDC,NOSSDAV,5,Dependable and fault-tolerant systems and networks#Distributed systems organizing principles#Organizing principles for web applications#Performance#Distributed architectures
HPDC,PACT,3,Performance#Concurrent programming languages#Parallel programming languages
HPDC,PADS,4,Modeling methodologies#Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
HPDC,PLDI,2,Concurrent programming languages#Parallel programming languages
HPDC,PODC,8,Concurrent programming languages#Parallel programming languages#Organizing principles for web applications#Distributed architectures#Dependable and fault-tolerant systems and networks#Distributed systems organizing principles#Performance#Distributed programming languages
HPDC,PPoPP,4,Performance#Concurrent programming languages#Parallel programming languages#Distributed programming languages
HPDC,RecSys,1,Information systems applications
HPDC,SAC,6,Network performance evaluation#Distributed architectures#Dependable and fault-tolerant systems and networks#Distributed systems organizing principles#Information systems applications#Performance
HPDC,SACMAT,1,Organizing principles for web applications
HPDC,SC,7,Concurrent programming languages#Parallel programming languages#Network performance evaluation#Distributed architectures#Dependable and fault-tolerant systems and networks#Distributed systems organizing principles#Performance
HPDC,SenSys,6,Network performance evaluation#Organizing principles for web applications#Distributed architectures#Distributed systems organizing principles#Information systems applications#Performance
HPDC,SLIP,4,Modeling methodologies#Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
HPDC,SOSP,6,Network performance evaluation#Reliability#Distributed architectures#Dependable and fault-tolerant systems and networks#Distributed systems organizing principles#Performance
HPDC,SPAA,3,Performance#Concurrent programming languages#Parallel programming languages
HPDC,SPLASH,2,Concurrent programming languages#Parallel programming languages
HPDC,UbiComp,1,Information systems applications
HPDC,VALUETOOLS,4,Modeling methodologies#Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
HPDC,VEE,2,Distributed systems organizing principles#Performance
HPDC,WebSci,1,Information systems applications
HPDC,WSC,1,Modeling methodologies
HPDC,WSDM,1,Information systems applications
HPDC,WWW,1,Information systems applications
HPG,I3D,12,"Parametric curve and surface models#Graphics systems and interfaces#3D imaging#Computational geometry#Graphics processors#Randomness, geometry and discrete structures#Animation#Shape modeling#Image manipulation#Texturing#Computer graphics#Rendering"
HPG,IH&MMSec,1,Image manipulation
HPG,NPAR,10,"Parametric curve and surface models#Graphics systems and interfaces#3D imaging#Computational geometry#Randomness, geometry and discrete structures#Animation#Shape modeling#Image manipulation#Computer graphics#Rendering"
HPG,PODC,1,"Randomness, geometry and discrete structures"
HPG,SCA,10,"Parametric curve and surface models#Graphics systems and interfaces#3D imaging#Computational geometry#Randomness, geometry and discrete structures#Animation#Shape modeling#Image manipulation#Computer graphics#Rendering"
HPG,SIGGRAPH,10,"Parametric curve and surface models#Graphics systems and interfaces#3D imaging#Computational geometry#Randomness, geometry and discrete structures#Animation#Shape modeling#Image manipulation#Computer graphics#Rendering"
HPG,SODA,2,"Computational geometry#Randomness, geometry and discrete structures"
HPG,SPAA,1,"Randomness, geometry and discrete structures"
HPG,STOC,2,"Computational geometry#Randomness, geometry and discrete structures"
HPG,UIST,1,Graphics systems and interfaces
HPG,VRST,7,Graphics systems and interfaces#3D imaging#Animation#Shape modeling#Image manipulation#Computer graphics#Rendering
HPG,Web3D,7,Graphics systems and interfaces#3D imaging#Animation#Shape modeling#Image manipulation#Texturing#Computer graphics
HRI,HT,2,Interaction paradigms#Human computer interaction
HRI,ICMI-MLMI,5,Interaction paradigms#HCI design and evaluation methods#Human computer interaction#Cognitive science#Psychology
HRI,ICUIMC,1,Human computer interaction
HRI,ITiCSE,1,Human computer interaction
HRI,IUI,5,Human-centered computing#HCI design and evaluation methods#Human computer interaction#Interaction paradigms#User centered design
HRI,JCDL,1,Human computer interaction
HRI,MM,1,Human computer interaction
HRI,MobiSys,1,Human computer interaction
HRI,PLoP,1,Human computer interaction
HRI,RecSys,1,Human computer interaction
HRI,SACMAT,1,Human computer interaction
HRI,SUI,5,Human-centered computing#HCI design and evaluation methods#Human computer interaction#Interaction paradigms#User studies
HRI,TEI,4,Human-centered computing#Human computer interaction#Interaction paradigms#User centered design
HRI,UbiComp,4,Human-centered computing#Human computer interaction#Cognitive science#User centered design
HRI,UCCS,1,Human computer interaction
HRI,UIST,3,Human-centered computing#Human computer interaction#Interaction paradigms
HRI,VRST,2,Interaction paradigms#Human computer interaction
HRI,WebSci,2,Human-centered computing#Human computer interaction
HRI,WSDM,1,Human computer interaction
HRI,WWW,1,Human computer interaction
HT,ICMI-MLMI,2,Interaction paradigms#Human computer interaction
HT,ICUIMC,3,Human computer interaction#Information systems applications#Information retrieval
HT,IDEAS,3,Information storage systems#Information systems applications#Information retrieval
HT,IH&MMSec,1,Information systems applications
HT,IR,6,Document representation#Information retrieval query processing#Information systems applications#Information retrieval#Information storage systems#Digital libraries and archives
HT,ITiCSE,1,Human computer interaction
HT,IUI,4,Interaction paradigms#Human computer interaction#Information systems applications#Information retrieval
HT,JCDL,8,Human computer interaction#Document representation#Hypertext / hypermedia#Information retrieval query processing#Information systems applications#Information retrieval#Information storage systems#Digital libraries and archives
HT,K-CAP,3,Information systems applications#Document representation#Information retrieval
HT,KDD,3,Information systems applications#Document representation#Information retrieval
HT,Middleware,2,Information systems applications#Information retrieval
HT,MM,4,Human computer interaction#Information systems applications#Document representation#Information retrieval
HT,MobiSys,2,Human computer interaction#Information systems applications
HT,MOD,4,Information retrieval query processing#Information systems applications#Document representation#Information retrieval
HT,PLoP,1,Human computer interaction
HT,RecSys,4,Information retrieval query processing#Human computer interaction#Information systems applications#Information retrieval
HT,SAC,2,Information systems applications#Information retrieval
HT,SACMAT,1,Human computer interaction
HT,SenSys,1,Information systems applications
HT,SUI,2,Interaction paradigms#Human computer interaction
HT,TEI,2,Interaction paradigms#Human computer interaction
HT,UbiComp,3,Human computer interaction#Information systems applications#Information retrieval
HT,UCCS,2,Human computer interaction#Digital libraries and archives
HT,UIST,2,Interaction paradigms#Human computer interaction
HT,VRST,2,Interaction paradigms#Human computer interaction
HT,WebSci,3,Human computer interaction#Information systems applications#Information retrieval
HT,WSDM,8,Web applications#Human computer interaction#Document representation#Web services#Information retrieval query processing#Information systems applications#Information retrieval#Information storage systems
HT,WWW,10,Web applications#Human computer interaction#Document representation#Web services#Hypertext / hypermedia#Information retrieval query processing#Information systems applications#Information retrieval#Multi / mixed media creation#Information storage systems
I3D,ICMI-MLMI,1,Virtual reality
I3D,IH&MMSec,1,Image manipulation
I3D,MM,1,Virtual reality
I3D,NPAR,11,"Parametric curve and surface models#Graphics systems and interfaces#3D imaging#Computational geometry#Randomness, geometry and discrete structures#Animation#Graphics input devices#Shape modeling#Image manipulation#Computer graphics#Rendering"
I3D,PODC,1,"Randomness, geometry and discrete structures"
I3D,SCA,11,"Parametric curve and surface models#Graphics systems and interfaces#3D imaging#Computational geometry#Randomness, geometry and discrete structures#Animation#Graphics input devices#Shape modeling#Image manipulation#Computer graphics#Rendering"
I3D,SIGGRAPH,11,"Parametric curve and surface models#Graphics systems and interfaces#3D imaging#Computational geometry#Randomness, geometry and discrete structures#Animation#Shape modeling#Image manipulation#Computer graphics#Rendering#Virtual reality"
I3D,SODA,2,"Computational geometry#Randomness, geometry and discrete structures"
I3D,SPAA,1,"Randomness, geometry and discrete structures"
I3D,STOC,2,"Computational geometry#Randomness, geometry and discrete structures"
I3D,SUI,1,Virtual reality
I3D,TEI,1,Virtual reality
I3D,UIST,3,Graphics input devices#Graphics systems and interfaces#Virtual reality
I3D,VRST,9,Graphics systems and interfaces#3D imaging#Animation#Graphics input devices#Shape modeling#Image manipulation#Computer graphics#Rendering#Virtual reality
I3D,Web3D,9,Graphics systems and interfaces#3D imaging#Animation#Graphics input devices#Shape modeling#Image manipulation#Texturing#Computer graphics#Virtual reality
ICAC,ICCAD,1,Performance
ICAC,ICE,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
ICAC,ICPE,5,Modeling methodologies#Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Software architectures
ICAC,ICS,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
ICAC,ICSE,2,Designing software#Software architectures
ICAC,ICUIMC,1,Performance
ICAC,IDEAS,1,Distributed architectures
ICAC,IH&MMSec,1,Software architectures
ICAC,IMC,1,Performance
ICAC,ISCA,4,Modeling methodologies#Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
ICAC,ISLPED,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
ICAC,ISMM,1,File systems management
ICAC,METRICS,6,Network performance evaluation#Distributed architectures#Modeling methodologies#Dependable and fault-tolerant systems and networks#Distributed systems organizing principles#Performance
ICAC,MICRO,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
ICAC,Middleware,6,Network performance evaluation#Distributed architectures#Dependable and fault-tolerant systems and networks#Distributed systems organizing principles#Performance#Software architectures
ICAC,MobiCom,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Distributed architectures
ICAC,MobiHoc,4,Modeling methodologies#Distributed systems organizing principles#Performance#Distributed architectures
ICAC,MobiSys,2,Distributed systems organizing principles#Distributed architectures
ICAC,MSWiM,4,Modeling methodologies#Performance#Network performance evaluation#Distributed architectures
ICAC,NOSSDAV,4,Dependable and fault-tolerant systems and networks#Distributed systems organizing principles#Performance#Distributed architectures
ICAC,PACT,1,Performance
ICAC,PADS,4,Modeling methodologies#Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
ICAC,PLoP,2,Designing software#Software architectures
ICAC,PODC,4,Dependable and fault-tolerant systems and networks#Distributed systems organizing principles#Performance#Distributed architectures
ICAC,PPoPP,1,Performance
ICAC,SAC,7,Designing software#Network performance evaluation#Distributed architectures#Dependable and fault-tolerant systems and networks#Distributed systems organizing principles#Performance#Software architectures
ICAC,SC,5,Dependable and fault-tolerant systems and networks#Distributed systems organizing principles#Network performance evaluation#Performance#Distributed architectures
ICAC,SenSys,4,Distributed systems organizing principles#Performance#Network performance evaluation#Distributed architectures
ICAC,SLIP,4,Modeling methodologies#Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
ICAC,SOSP,9,Designing software#Network performance evaluation#Reliability#Distributed architectures#Dependable and fault-tolerant systems and networks#Distributed systems organizing principles#Performance#File systems management#Operating systems
ICAC,SPAA,1,Performance
ICAC,SPLASH,2,Designing software#Software architectures
ICAC,VALUETOOLS,4,Modeling methodologies#Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
ICAC,VEE,5,Distributed systems organizing principles#Performance#Designing software#File systems management#Operating systems
ICAC,WSC,1,Modeling methodologies
ICCAD,ICE,1,Performance
ICCAD,ICPE,1,Performance
ICCAD,ICS,1,Performance
ICCAD,ICUIMC,1,Performance
ICCAD,IMC,1,Performance
ICCAD,ISCA,2,Performance#Hardware validation
ICCAD,ISLPED,8,Integrated circuits#Physical design#Robustness#Performance#Logic circuits#Hardware validation#Emerging technologies#Very large scale integration design
ICCAD,ISPD,12,Integrated circuits#Simulation and emulation#Physical design#Robustness#Wire routing#Logic circuits#Placement#Hardware validation#Computer-aided design#Engineering#Emerging technologies#Very large scale integration design
ICCAD,METRICS,1,Performance
ICCAD,MICRO,3,Performance#Hardware validation#Integrated circuits
ICCAD,Middleware,1,Performance
ICCAD,MobiCom,1,Performance
ICCAD,MobiHoc,1,Performance
ICCAD,MSWiM,1,Performance
ICCAD,Nanoarch,7,Hardware test#Physical design#Robustness#Logic circuits#Hardware validation#Emerging technologies#Very large scale integration design
ICCAD,NOSSDAV,1,Performance
ICCAD,PACT,2,Performance#Hardware validation
ICCAD,PADS,1,Performance
ICCAD,PODC,1,Performance
ICCAD,PPoPP,1,Performance
ICCAD,SAC,1,Performance
ICCAD,SBCCI,10,Hardware test#Integrated circuits#Simulation and emulation#Physical design#Robustness#High-level and register-transfer level synthesis#Logic circuits#Hardware validation#Emerging technologies#Very large scale integration design
ICCAD,SC,1,Performance
ICCAD,SenSys,1,Performance
ICCAD,SLIP,9,Simulation and emulation#Physical design#Wire routing#Performance#Placement#Hardware validation#Computer-aided design#Emerging technologies#Very large scale integration design
ICCAD,SOSP,1,Performance
ICCAD,SPAA,1,Performance
ICCAD,VALUETOOLS,1,Performance
ICCAD,VEE,1,Performance
ICCAD,WSC,1,Engineering
ICE,ICPE,4,Modeling and simulation#Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
ICE,ICS,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
ICE,ICUIMC,4,"Performance#Communication hardware, interfaces and storage#Network protocols#Networks"
ICE,IMC,7,"Network protocols#Public Internet#Network services#Networks#Performance#Transport protocols#Communication hardware, interfaces and storage"
ICE,ISCA,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
ICE,ISLPED,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
ICE,ISPD,1,Mathematical software
ICE,ITE,1,E-learning
ICE,ITiCSE,1,E-learning
ICE,METRICS,6,"Network protocols#Network performance evaluation#Networks#Dependable and fault-tolerant systems and networks#Performance#Communication hardware, interfaces and storage"
ICE,MICRO,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
ICE,Middleware,5,"Dependable and fault-tolerant systems and networks#Performance#Communication hardware, interfaces and storage#Network performance evaluation#Networks"
ICE,MobiCom,6,"Network protocols#Network performance evaluation#Networks#Dependable and fault-tolerant systems and networks#Performance#Communication hardware, interfaces and storage"
ICE,MobiHoc,4,"Performance#Communication hardware, interfaces and storage#Network protocols#Networks"
ICE,MobiSys,3,"Communication hardware, interfaces and storage#Network protocols#Networks"
ICE,MSWiM,6,"Network protocols#Network performance evaluation#Networks#Modeling and simulation#Performance#Communication hardware, interfaces and storage"
ICE,NOSSDAV,6,"Network protocols#Public Internet#Networks#Dependable and fault-tolerant systems and networks#Performance#Communication hardware, interfaces and storage"
ICE,PACT,1,Performance
ICE,PADS,5,Modeling and simulation#Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Network protocols
ICE,PODC,3,Dependable and fault-tolerant systems and networks#Performance#Network protocols
ICE,PPoPP,2,Mathematical software#Performance
ICE,SAC,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
ICE,SACMAT,1,Modeling and simulation
ICE,SBCCI,1,"Communication hardware, interfaces and storage"
ICE,SC,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
ICE,SenSys,5,"Performance#Communication hardware, interfaces and storage#Network performance evaluation#Network protocols#Networks"
ICE,SLIP,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
ICE,SOSP,3,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation
ICE,SPAA,1,Performance
ICE,VALUETOOLS,4,Dependable and fault-tolerant systems and networks#Performance#Network performance evaluation#Network protocols
ICE,VEE,1,Performance
ICE,WISEC,3,"Communication hardware, interfaces and storage#Network protocols#Networks"
ICE,WSC,1,Modeling and simulation
ICER,ICFP,1,Software testing and debugging
ICER,ICSE,1,Software testing and debugging
ICER,ISSTA,1,Software testing and debugging
ICER,ITE,7,Information systems education#Computer science education#Information science education#Computing education#Model curricula#Computing literacy#Education
ICER,ITiCSE,9,Information systems education#Computer science education#Information science education#Computer-assisted instruction#CS1#Collaborative learning#Computing education#Model curricula#Education
ICER,PLDI,1,Software testing and debugging
ICER,PLoP,1,Computer science education
ICER,PPoPP,1,Software testing and debugging
